Test Execution Date,Execution Time,API Name,Test Scenario Number,JSON Payload,Results JSON File Name,Test Result, Reason For Failure
03-04-2019,0255PM,InitiateFirstDisb_Active,1,C:\ACorn\jsonPayload\03-04-2019_0255PM\testScenario_for_API__InitiateFirstDisb_Active1.json,C:\ACorn\jsonOutput\03-04-2019_0255PM\InitiateFirstDisb_ActivejsonOutput_1.json,PASS,
03-04-2019,0255PM,InitiateFirstDisb_Active,2,C:\ACorn\jsonPayload\03-04-2019_0255PM\testScenario_for_API__InitiateFirstDisb_Active2.json,C:\ACorn\jsonOutput\03-04-2019_0255PM\InitiateFirstDisb_ActivejsonOutput_2.json,PASS,
03-04-2019,0255PM,InitiateFirstDisb_Active,3,C:\ACorn\jsonPayload\03-04-2019_0255PM\testScenario_for_API__InitiateFirstDisb_Active3.json,C:\ACorn\jsonOutput\03-04-2019_0255PM\InitiateFirstDisb_ActivejsonOutput_3.json,PASS,
03-04-2019,0255PM,InitiateFirstDisb_Active,4,C:\ACorn\jsonPayload\03-04-2019_0255PM\testScenario_for_API__InitiateFirstDisb_Active4.json,C:\ACorn\jsonOutput\03-04-2019_0255PM\InitiateFirstDisb_ActivejsonOutput_4.json,PASS,
03-04-2019,0255PM,InitiateFirstDisb_Active,5,C:\ACorn\jsonPayload\03-04-2019_0255PM\testScenario_for_API__InitiateFirstDisb_Active5.json,C:\ACorn\jsonOutput\03-04-2019_0255PM\InitiateFirstDisb_ActivejsonOutput_5.json,PASS,
03-04-2019,0255PM,InitiateFirstDisb_Active,6,C:\ACorn\jsonPayload\03-04-2019_0255PM\testScenario_for_API__InitiateFirstDisb_Active6.json,C:\ACorn\jsonOutput\03-04-2019_0255PM\InitiateFirstDisb_ActivejsonOutput_6.json,PASS,
03-04-2019,0255PM,InitiateFirstDisb_Active,7,C:\ACorn\jsonPayload\03-04-2019_0255PM\testScenario_for_API__InitiateFirstDisb_Active7.json,C:\ACorn\jsonOutput\03-04-2019_0255PM\InitiateFirstDisb_ActivejsonOutput_7.json,PASS,
