Test Execution Date,Execution Time,API Name,Test Scenario Number,JSON Payload,Results JSON File Name,Test Result, Reason For Failure
05-07-2019,1137PM,FinalRepayment_withExactTwoInstallment,1,C:\ACorn\jsonPayload\05-07-2019_1136PM\testScenario_for_API__FinalRepayment_withExactTwoInstallment1.json,C:\ACorn\jsonOutput\05-07-2019_1136PM\FinalRepayment_withExactTwoInstallmentjsonOutput_1.json,FAIL,Actual response code received is 400
05-07-2019,1137PM,FinalRepayment_withExactTwoInstallment,2,C:\ACorn\jsonPayload\05-07-2019_1136PM\testScenario_for_API__FinalRepayment_withExactTwoInstallment2.json,C:\ACorn\jsonOutput\05-07-2019_1136PM\FinalRepayment_withExactTwoInstallmentjsonOutput_2.json,FAIL,Actual response code received is 400
05-07-2019,1137PM,FinalRepayment_withExactTwoInstallment,3,C:\ACorn\jsonPayload\05-07-2019_1136PM\testScenario_for_API__FinalRepayment_withExactTwoInstallment3.json,C:\ACorn\jsonOutput\05-07-2019_1136PM\FinalRepayment_withExactTwoInstallmentjsonOutput_3.json,FAIL,Actual response code received is 400
05-07-2019,1137PM,FinalRepayment_withExactTwoInstallment,4,C:\ACorn\jsonPayload\05-07-2019_1136PM\testScenario_for_API__FinalRepayment_withExactTwoInstallment4.json,C:\ACorn\jsonOutput\05-07-2019_1136PM\FinalRepayment_withExactTwoInstallmentjsonOutput_4.json,FAIL,Actual response code received is 400
05-07-2019,1137PM,FinalRepayment_withExactTwoInstallment,5,C:\ACorn\jsonPayload\05-07-2019_1136PM\testScenario_for_API__FinalRepayment_withExactTwoInstallment5.json,C:\ACorn\jsonOutput\05-07-2019_1136PM\FinalRepayment_withExactTwoInstallmentjsonOutput_5.json,FAIL,Actual response code received is 400
05-07-2019,1137PM,FinalRepayment_withExactTwoInstallment,6,C:\ACorn\jsonPayload\05-07-2019_1136PM\testScenario_for_API__FinalRepayment_withExactTwoInstallment6.json,C:\ACorn\jsonOutput\05-07-2019_1136PM\FinalRepayment_withExactTwoInstallmentjsonOutput_6.json,FAIL,Actual response code received is 400
05-07-2019,1137PM,FinalRepayment_withExactTwoInstallment,7,C:\ACorn\jsonPayload\05-07-2019_1136PM\testScenario_for_API__FinalRepayment_withExactTwoInstallment7.json,C:\ACorn\jsonOutput\05-07-2019_1136PM\FinalRepayment_withExactTwoInstallmentjsonOutput_7.json,FAIL,Actual response code received is 400
05-07-2019,1137PM,FinalRepayment_withExactTwoInstallment,8,C:\ACorn\jsonPayload\05-07-2019_1136PM\testScenario_for_API__FinalRepayment_withExactTwoInstallment8.json,C:\ACorn\jsonOutput\05-07-2019_1136PM\FinalRepayment_withExactTwoInstallmentjsonOutput_8.json,FAIL,Actual response code received is 400
