Test Execution Date,Execution Time,API Name,Test Scenario Number,JSON Payload,Results JSON File Name,Test Result, Reason For Failure
06-07-2019,0115AM,FinalRepayment_firstpaidbetween_nextdue,1,C:\ACorn\jsonPayload\06-07-2019_0115AM\testScenario_for_API__FinalRepayment_firstpaidbetween_nextdue1.json,C:\ACorn\jsonOutput\06-07-2019_0115AM\FinalRepayment_firstpaidbetween_nextduejsonOutput_1.json,PASS,
06-07-2019,0116AM,FinalRepayment_firstpaidbetween_nextdue,2,C:\ACorn\jsonPayload\06-07-2019_0115AM\testScenario_for_API__FinalRepayment_firstpaidbetween_nextdue2.json,C:\ACorn\jsonOutput\06-07-2019_0115AM\FinalRepayment_firstpaidbetween_nextduejsonOutput_2.json,PASS,
06-07-2019,0116AM,FinalRepayment_firstpaidbetween_nextdue,3,C:\ACorn\jsonPayload\06-07-2019_0115AM\testScenario_for_API__FinalRepayment_firstpaidbetween_nextdue3.json,C:\ACorn\jsonOutput\06-07-2019_0115AM\FinalRepayment_firstpaidbetween_nextduejsonOutput_3.json,PASS,
