Test Execution Date,Execution Time,API Name,Test Scenario Number,JSON Payload,Results JSON File Name,Test Result, Reason For Failure
05-07-2019,0707PM,RepaymentApporting_LoanCreation,1,C:\ACorn\jsonPayload\05-07-2019_0706PM\testScenario_for_API__RepaymentApporting_LoanCreation1.json,C:\ACorn\jsonOutput\05-07-2019_0706PM\RepaymentApporting_LoanCreationjsonOutput_1.json,FAIL,Actual response code received is 400
05-07-2019,0707PM,RepaymentApporting_LoanCreation,2,C:\ACorn\jsonPayload\05-07-2019_0706PM\testScenario_for_API__RepaymentApporting_LoanCreation2.json,C:\ACorn\jsonOutput\05-07-2019_0706PM\RepaymentApporting_LoanCreationjsonOutput_2.json,FAIL,Actual response code received is 400
05-07-2019,0707PM,RepaymentApporting_LoanCreation,3,C:\ACorn\jsonPayload\05-07-2019_0706PM\testScenario_for_API__RepaymentApporting_LoanCreation3.json,C:\ACorn\jsonOutput\05-07-2019_0706PM\RepaymentApporting_LoanCreationjsonOutput_3.json,FAIL,Actual response code received is 400
05-07-2019,0707PM,RepaymentApporting_LoanCreation,4,C:\ACorn\jsonPayload\05-07-2019_0706PM\testScenario_for_API__RepaymentApporting_LoanCreation4.json,C:\ACorn\jsonOutput\05-07-2019_0706PM\RepaymentApporting_LoanCreationjsonOutput_4.json,FAIL,Actual response code received is 400
05-07-2019,0707PM,RepaymentApporting_LoanCreation,5,C:\ACorn\jsonPayload\05-07-2019_0706PM\testScenario_for_API__RepaymentApporting_LoanCreation5.json,C:\ACorn\jsonOutput\05-07-2019_0706PM\RepaymentApporting_LoanCreationjsonOutput_5.json,FAIL,Actual response code received is 400
